source,target,code,match
https://search.cesipagano.com/i/rancho-santa-margarita-listings-500000-750000,https://www.cesipagano.com/listing-report/Rancho-Santa-Margarita-Listings-500-000-750-000/2997102,301,url
https://search.cesipagano.com/i/rancho-santa-margarita-listings-750000-1000000,https://www.cesipagano.com/listing-report/Rancho-Santa-Margarita-Listings-750-000-1-000-000/2997103,301,url
https://search.cesipagano.com/i/san-clemente-active-homes-for-sale,https://www.cesipagano.com/listing-report/San-Clemente-Active-Homes-for-Sale/2997104,301,url
https://search.cesipagano.com/i/san-clemente-condos-and-townhomes-for-sale,https://www.cesipagano.com/listing-report/San-Clemente-Condos-and-Townhomes-for-Sale/2997105,301,url
https://search.cesipagano.com/i/san-clemente-foreclosures,https://www.cesipagano.com/listing-report/San-Clemente-Foreclosures/2997106,301,url
https://search.cesipagano.com/i/san-clemente-homes-1000000-1500000,https://www.cesipagano.com/listing-report/San-Clemente-Homes-1-000-000-1-500-000/2997107,301,url
https://search.cesipagano.com/i/san-clemente-listings-0-500000,https://www.cesipagano.com/listing-report/San-Clemente-Listings-0-500-000/2997108,301,url
https://search.cesipagano.com/i/san-clemente-listings-1500000-,https://www.cesipagano.com/listing-report/San-Clemente-Listings-1-500-000/2997109,301,url
https://search.cesipagano.com/i/san-clemente-listings-500000-750000,https://www.cesipagano.com/listing-report/San-Clemente-Listings-500-000-750-000/2997110,301,url
https://search.cesipagano.com/i/san-clemente-listings-750000-1000000,https://www.cesipagano.com/listing-report/San-Clemente-Listings-750-000-1-000-000/2997112,301,url
https://search.cesipagano.com/i/san-joaquin-hills,https://www.cesipagano.com/listing-report/San-Joaquin-Hills/2997113,301,url
https://search.cesipagano.com/i/san-juan-capistrano-active-listings,,301,url
https://search.cesipagano.com/i/san-juan-capistrano-condos-and-townhomes-for-sale,https://www.cesipagano.com/listing-report/San-Juan-Capistrano-Condos-and-Townhomes-for-Sale/2997115,301,url
https://search.cesipagano.com/i/san-juan-capistrano-homes-1000000-1500000,https://www.cesipagano.com/listing-report/San-Juan-Capistrano-Homes-1-000-000-1-500-000/2997116,301,url
https://search.cesipagano.com/i/san-juan-capistrano-homes-for-sale-0-500000,https://www.cesipagano.com/listing-report/San-Juan-Capistrano-Homes-for-Sale-0-500-000/2997117,301,url
https://search.cesipagano.com/i/san-juan-capistrano-homes-for-sale-500000-750000,https://www.cesipagano.com/listing-report/San-Juan-Capistrano-Homes-for-Sale-500-000-750-000/2997118,301,url
https://search.cesipagano.com/i/san-juan-capistrano-homes-for-sale-750000-1000000,https://www.cesipagano.com/listing-report/San-Juan-Capistrano-Homes-for-Sale-750-000-1-000-000/2997119,301,url
https://search.cesipagano.com/i/san-juan-capistrano-listings-1500000-,https://www.cesipagano.com/listing-report/San-Juan-Capistrano-Listings-1-500-000/2997120,301,url
https://search.cesipagano.com/i/san-juan-capistrano-short-sale-and-reo-listings,https://www.cesipagano.com/listing-report/San-Juan-Capistrano-Short-Sale-and-REO-Listings/2997121,301,url
https://search.cesipagano.com/i/santa-ana-homes-for-sale,https://www.cesipagano.com/listing-report/Santa-Ana-Homes-For-Sale/2997122,301,url
https://search.cesipagano.com/i/westridge-alta-vista,https://www.cesipagano.com/listing-report/Westridge-Alta-Vista/2997123,301,url
https://search.cesipagano.com/i/westridge-by-map,https://www.cesipagano.com/listing-report/Westridge-by-Map/2997124,301,url
https://search.cesipagano.com/i/westridge-canyon-view-estates,https://www.cesipagano.com/listing-report/Westridge-Canyon-View-Estates/2997126,301,url
https://search.cesipagano.com/i/westridge-kensington-estates,https://www.cesipagano.com/listing-report/Westridge-Kensington-Estates/2997127,301,url
https://search.cesipagano.com/i/westridge-oak-view-estates,https://www.cesipagano.com/listing-report/Westridge-Oak-View-Estates/2997128,301,url
https://search.cesipagano.com/i/westridge-passeggio,https://www.cesipagano.com/listing-report/Westridge-Passeggio/2997129,301,url
https://search.cesipagano.com/i/westridge-silver-oaks,https://www.cesipagano.com/listing-report/Westridge-Silver-Oaks/2997131,301,url
https://search.cesipagano.com/i/westridge-sky-view-i,https://www.cesipagano.com/listing-report/Westridge-Sky-View-I/2997132,301,url
https://search.cesipagano.com/i/westridge-sky-view-ii,https://www.cesipagano.com/listing-report/Westridge-Sky-View-II/2997133,301,url
https://search.cesipagano.com/i/westridge-woodlands,https://www.cesipagano.com/listing-report/Westridge-Woodlands/2997134,301,url
